,UNDERWRITING_YEAR,TYPE_OF_COVER,PAYMENT_METHOD,SUM_INSURED,COMPANY_LOADINGS,COMMISION_RATE,LOADINGS,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,TRANSACTION_TYPE,AGENT_CONTRACT_CATEGORY,CLIENT_GENDER,CLIENT_MARITAL_STATUS,CLIENT_OCCUPATION,CLIENT_POLITICAL_PERSON_FLAG,HIGH_RISK_FLAG,CLIENT_NUMBER_OF_DEPENDENTS,CLIENT_SMOKER_FLAG,CLIENT_FAMILY_SIZE,ORIGINAL_UNDERWRITING_YEAR,POLICY_TERM,INSURED_TYPE,RENEWAL_TYPE,CO_INSURANCE,BODILY_INJURY_LIMIT,VEHICLE_MAKE,VEHICLE_YEAR,ADDITIONAL_PERILS,FOREIGN_USED,CUBIC_CENTIMETERS,VEHICLE_MODIFIED,SEATING_CAPACITY,ANTI_THEFT_DEVICE,LEFT_HAND_DRIVE,OPEN_RESTRICTED_FLAG,PA_COVERAGE,PA_DRIVER_INCLUDED,MOTOR_ASSIST,VEHICLE_CONDITION,PREMIUM_CHARGED,HAS_CLAIMED_IN_NEXT_12_MONTHS,CLIENT_CLASS,FLAG_VEHICLE_CONDITION,VEHICLE_AGE,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,FLAG_VEHICLE_TYPE_ON_SEATING_CAPACITY,POLICY_HISTORY_AGE
7275,2019,TP,Cash,86829.05,0.35,0.1,0.12,0.19,0.21,Policy Downgrade,Cash Salesmen,F,S,Waiter,N,N,3,Y,4,2018,12,Individual,Renewal,Y,150000,Buick,2001,Special Perils,N,1595,Y,2,Y,N,O,N,N,N,New,9609.64587763062,0,EXPERIENCED,OLD,18,1,MICRO,1
7277,2019,Comp,Credit Card,91247.0,0.3,0.15,0.09,0.31,0.39,Renewal,Broker,M,D,Sales Person,N,Y,2,N,2,2019,12,Corporate,Renewal,Y,52000,Ford,1996,No Additional Perils,N,1136,Y,3,Y,N,O,N,N,N,New,7909.00152171536,0,EXPERIENCED,OLD,23,0,COMPACT,0
7280,2018,TP,Cash,127527.0,0.3,0.0,0.08,0.32,0.21,Renewal,Assumed Business,M,D,Rideshare driver,N,N,2,N,4,2018,12,Individual,Renewal,Y,96000,Toyota,2012,Riot & Special Perils,N,1139,Y,5,N,N,O,N,N,Y,New,2174.428189656,0,EXPERIENCED,NEW,6,0,COMPACT,0
7281,2019,TP,Cash,121150.65,0.35,0.0,0.08,0.32,0.21,Renewal,Assumed Business,M,D,Rideshare driver,N,N,2,N,4,2018,12,Individual,Renewal,Y,96000,Toyota,2012,Riot & Special Perils,N,1139,Y,5,N,N,O,N,N,Y,New,2162.72921582769,0,EXPERIENCED,NEW,7,0,COMPACT,1
7283,2018,TP,Debit Card,122504.0,0.3,0.15,0.11,0.24,0.36,Renewal,Broker,M,L,Doctor,N,N,3,N,4,2018,12,Individual,Renewal,Y,138000,Chrysler,2000,No Additional Perils,N,1375,Y,5,N,N,O,N,N,N,Second Hand,2137.943728128,0,YOUNG,OLD,18,0,COMPACT,0
7284,2019,TP,Debit Card,116378.8,0.35,0.15,0.11,0.24,0.36,Renewal,Broker,M,L,Doctor,N,N,3,N,4,2018,12,Individual,Renewal,Y,138000,Chrysler,2000,No Additional Perils,N,1375,Y,5,N,N,O,N,N,N,Second Hand,2223.33497170708,0,YOUNG,OLD,19,0,COMPACT,1
7292,2019,F&T,Debit Card,115667.0,0.3,0.0,0.09,0.27,0.26,Renewal,Assumed Business,M,S,Business executive,N,Y,3,N,4,2019,12,Individual,Renewal,Y,237000,Toyota,2009,Riot & Srike,N,1834,Y,4,Y,N,O,Y,N,Y,New,4864.77225757143,0,EXPERIENCED,NEW,10,0,COMPACT,0
7295,2019,TP,Debit Card,104888.0,0.3,0.0,0.12,0.25,0.3,Renewal,Direct,F,D,Govt. Officer,N,N,2,N,3,2019,12,Corporate,Renewal,Y,130000,Ford,2009,Fire Expl Thft/Brand Expl Dief,N,1909,Y,5,Y,N,O,N,N,N,New,1798.462092,0,EXPERIENCED,NEW,10,0,COMPACT,0
7298,2019,Comp,Credit Card,115797.0,0.3,0.15,0.11,0.33,0.35,Renewal,Broker,M,S,Clerical assistant,N,N,1,N,6,2019,12,Individual,Manual Review Required,Y,120000,Chrysler,1996,Special Perils,N,1993,Y,3,Y,N,O,Y,Y,Y,New,10575.6260740232,0,EXPERIENCED,OLD,23,0,COMPACT,0
7301,2019,TP,Cash,59323.0,0.3,0.0,0.07,0.31,0.24,Renewal,Assumed Business,M,L,Doctor,N,N,1,N,4,2019,12,Individual,Renewal,Y,80000,Ford,1998,Special Perils,N,1881,Y,4,Y,Y,R,Y,N,Y,New,980.243997612,0,EXPERIENCED,OLD,21,0,COMPACT,0
7304,2019,TP,Cash,77420.0,0.3,0.1,0.15,0.2,0.21,Renewal,Cash Salesmen,M,L,Driver for Uber,N,N,3,N,5,2019,12,Individual,Renewal,Y,95000,Infiniti,1996,Special Perils,N,1299,Y,5,Y,N,O,N,N,Y,New,1744.334536,0,EXPERIENCED,OLD,23,0,COMPACT,0
7307,2018,Comp,Debit Card,140865.0,0.3,0.0,0.1,0.25,0.24,Renewal,Direct,F,M,Business executive,N,N,1,Y,5,2018,12,Corporate,Renewal,Y,186000,Ford,2003,Riot & Srike,N,1624,Y,6,Y,N,O,N,Y,Y,Second Hand,14510.1011785714,0,EXPERIENCED,OLD,15,0,SUV,0
7308,2019,TP,Debit Card,133821.75,0.35,0.0,0.1,0.25,0.24,Policy Downgrade,Direct,F,M,Business executive,N,N,1,Y,5,2018,12,Corporate,Renewal,Y,186000,Ford,2003,Riot & Srike,N,1624,Y,6,Y,N,O,N,Y,Y,Second Hand,11779.1448447115,0,EXPERIENCED,OLD,16,1,SUV,1
7310,2019,TP,Online payment,30455.0,0.3,0.15,0.08,0.25,0.3,Renewal,Broker,F,M,Driver for Uber,N,N,5,N,4,2019,12,Individual,Renewal,Y,104000,GMC,2012,Special Perils,N,1262,Y,5,Y,N,O,N,N,Y,Second Hand,562.64851125,0,EXPERIENCED,NEW,7,0,COMPACT,0
7313,2019,TP,Cash,111894.0,0.3,0.1,0.07,0.26,0.29,Renewal,Cash Salesmen,M,S,Driver for Uber,N,N,4,N,4,2019,12,Individual,No Renewal - Don't Report,Y,194000,Mitsubishi,1998,Riot & Special Perils,N,1083,Y,2,Y,N,O,N,N,N,New,1987.659727956,0,SENIORCITIZEN,OLD,21,0,MICRO,0
7316,2019,Comp,Cash,117880.0,0.3,0.15,0.05,0.35,0.36,Renewal,Broker,F,M,Govt. Officer,N,N,2,Y,4,2019,12,Individual,Renewal,Y,67000,Scion,2010,Special Perils,N,1070,Y,5,Y,N,O,Y,Y,Y,New,9727.92912,0,EXPERIENCED,NEW,9,0,COMPACT,0
7325,2019,F&T,Cash,99611.0,0.3,0.0,0.06,0.23,0.22,Renewal,Direct,F,S,Waiter,N,N,4,N,6,2019,12,Corporate,Manual Review Required,Y,84000,Chevrolet,2009,Riot & Special Perils,N,1193,Y,3,Y,N,O,Y,N,Y,Second Hand,4529.710614,0,EXPERIENCED,NEW,10,0,COMPACT,0
7328,2019,Comp,Cash,107946.0,0.3,0.15,0.09,0.28,0.38,Renewal,Broker,M,L,Waiter,N,N,2,N,5,2019,12,Individual,Renewal,Y,189000,GMC,1996,Riot & Special Perils,N,1348,Y,2,N,N,O,N,N,N,New,9923.27160785143,0,SENIORCITIZEN,OLD,23,0,MICRO,0
7331,2019,Comp,Cash,88771.0,0.3,0.0,0.12,0.25,0.33,Renewal,Assumed Business,F,L,Rideshare driver,N,N,2,Y,5,2019,12,Individual,Renewal,Y,249000,Acura,2001,Riot & Special Perils,N,1339,Y,3,Y,N,O,N,N,Y,New,8207.76666,0,EXPERIENCED,OLD,18,0,COMPACT,0
7334,2018,TP,Cash,98130.0,0.3,0.15,0.12,0.18,0.35,Renewal,Broker,M,L,Business executive,N,N,1,N,4,2018,12,Individual,Renewal,Y,151000,Suzuki,2003,Special Perils,N,1961,Y,6,Y,N,O,N,Y,N,New,1888.6718019,0,EXPERIENCED,OLD,15,0,SUV,0
7335,2019,TP,Cash,93223.5,0.35,0.15,0.12,0.18,0.35,Renewal,Broker,M,L,Business executive,N,N,1,N,4,2018,12,Individual,Renewal,Y,151000,Suzuki,2003,Special Perils,N,1961,Y,6,Y,N,O,N,Y,N,New,1969.1786352,0,EXPERIENCED,OLD,16,0,SUV,1
7337,2019,F&T,Debit Card,140952.0,0.3,0.0,0.09,0.28,0.3,Renewal,Assumed Business,M,S,Sales Person,N,N,2,N,5,2019,12,Individual,Renewal,Y,98000,Lincoln,2007,Special Perils,N,1260,Y,5,Y,N,R,Y,N,Y,Second Hand,5530.95648,0,EXPERIENCED,OLD,12,0,COMPACT,0
7340,2018,Comp,Cash,105087.0,0.3,0.15,0.09,0.23,0.16,Renewal,Broker,F,S,Business executive,N,Y,2,N,2,2018,12,Individual,Renewal,Y,139000,Dodge,1996,No Additional Perils,N,1362,Y,4,N,N,O,N,N,Y,New,13997.26368117,0,YOUNG,OLD,22,0,COMPACT,0
7341,2019,TP,Cash,99832.65,0.35,0.15,0.09,0.23,0.16,Policy Downgrade,Broker,F,S,Business executive,N,Y,2,N,2,2018,12,Individual,Renewal,Y,139000,Dodge,1996,No Additional Perils,N,1362,Y,4,N,N,O,N,N,Y,New,6433.74784364146,0,YOUNG,OLD,23,1,COMPACT,1
7343,2018,Comp,Online payment,99581.0,0.3,0.0,0.13,0.25,0.34,Renewal,Direct,F,S,Business executive,N,N,1,N,4,2018,12,Individual,Renewal,Y,63000,Chrysler,2007,No Additional Perils,N,1790,Y,3,N,N,O,N,N,Y,New,9150.81817178571,0,EXPERIENCED,OLD,11,0,COMPACT,0
7344,2019,TP,Online payment,94601.95,0.35,0.0,0.13,0.25,0.34,Policy Downgrade,Direct,F,S,Business executive,N,N,1,N,4,2018,12,Individual,Renewal,Y,63000,Chrysler,2007,No Additional Perils,N,1790,Y,3,N,N,O,N,N,Y,New,8073.02113739423,0,EXPERIENCED,OLD,12,1,COMPACT,1
7349,2019,Comp,Credit Card,90996.0,0.3,0.0,0.12,0.2,0.23,Renewal,Direct,F,D,Doctor,N,N,3,N,4,2019,12,Individual,Manual Review Required,Y,26000,Chevrolet,2002,Special Perils,N,1264,Y,2,N,N,O,N,N,N,New,10313.850624,0,EXPERIENCED,OLD,17,0,MICRO,0
7352,2018,TP,Cash,97389.0,0.3,0.1,0.11,0.27,0.26,Renewal,Cash Salesmen,M,D,Govt. Officer,N,N,2,Y,4,2018,12,Individual,Renewal,Y,11000,Subaru,2001,Fire Expl Thft/Brand Expl Dief,N,1531,Y,2,Y,Y,O,N,N,N,Second Hand,1827.129247794,0,EXPERIENCED,OLD,17,0,MICRO,0
7353,2019,TP,Cash,92519.55,0.35,0.1,0.11,0.27,0.26,Renewal,Cash Salesmen,M,D,Govt. Officer,N,N,2,Y,4,2018,12,Individual,Renewal,Y,11000,Subaru,2001,Fire Expl Thft/Brand Expl Dief,N,1531,Y,2,Y,Y,O,N,N,N,Second Hand,1877.67487295723,0,EXPERIENCED,OLD,18,0,MICRO,1
7355,2018,Comp,Debit Card,92116.0,0.3,0.15,0.12,0.27,0.22,Renewal,Broker,F,D,Driver for Uber,N,N,2,Y,4,2018,12,Corporate,Renewal,Y,229000,Chevrolet,2008,Riot & Special Perils,N,1076,Y,5,Y,N,O,N,N,N,New,11098.59994464,0,EXPERIENCED,NEW,10,0,COMPACT,0
7356,2019,TP,Debit Card,87510.2,0.35,0.15,0.12,0.27,0.22,Policy Downgrade,Broker,F,D,Driver for Uber,N,N,2,Y,4,2018,12,Corporate,Renewal,Y,229000,Chevrolet,2008,Riot & Special Perils,N,1076,Y,5,Y,N,O,N,N,N,New,7446.393435544,0,EXPERIENCED,OLD,11,1,COMPACT,1
7358,2017,F&T,Cash,121843.0,0.3,0.15,0.11,0.22,0.3,Renewal,Broker,M,L,Clerical assistant,N,N,1,N,5,2017,12,Individual,Renewal,Y,209000,Ford,2004,Fire Expl Thft/Brand Expl Dief,N,1153,Y,4,Y,N,O,Y,Y,N,New,6065.7709905,0,SENIORCITIZEN,OLD,14,0,COMPACT,0
7359,2019,F&T,Cash,115750.85,0.35,0.15,0.11,0.22,0.3,Renewal,Broker,M,L,Clerical assistant,N,N,1,N,5,2017,12,Individual,Renewal,Y,209000,Ford,2004,Fire Expl Thft/Brand Expl Dief,N,1153,Y,4,Y,N,O,Y,Y,N,New,6205.75032105,0,SENIORCITIZEN,OLD,15,0,COMPACT,1
7361,2019,Comp,Credit Card,133561.0,0.3,0.15,0.13,0.31,0.26,Renewal,Broker,F,L,Sales Person,N,N,1,N,5,2019,12,Individual,No renewal - Report,Y,190000,Acura,2003,Riot & Special Perils,N,1051,Y,3,Y,N,O,N,Y,N,New,14559.1679750293,0,EXPERIENCED,OLD,16,0,COMPACT,0
7367,2019,TP,Cash,44312.0,0.3,0.1,0.1,0.29,0.31,Renewal,Cash Salesmen,M,L,Business executive,N,N,3,Y,4,2019,12,Individual,Renewal,Y,97000,Acura,1997,No Additional Perils,N,1717,Y,3,Y,N,O,N,N,Y,New,748.9414836,0,SENIORCITIZEN,OLD,22,0,COMPACT,0
7370,2018,TP,Cash,13269.0,0.3,0.15,0.1,0.26,0.33,Renewal,Broker,M,L,Business executive,N,N,1,N,4,2018,12,Individual,Manual Review Required,Y,244000,Ford,1984,Special Perils,N,1995,Y,2,Y,Y,O,N,N,N,New,234.53315763,0,EXPERIENCED,OLD,34,0,MICRO,0
7371,2019,TP,Cash,12605.55,0.35,0.15,0.1,0.26,0.33,Renewal,Broker,M,L,Business executive,N,N,1,N,4,2018,12,Individual,Manual Review Required,Y,244000,Ford,1984,Special Perils,N,1995,Y,2,Y,Y,O,N,N,N,New,243.262679626154,0,EXPERIENCED,OLD,35,0,MICRO,1
7373,2017,Comp,Cash,152540.0,0.3,0.15,0.13,0.27,0.35,Renewal,Broker,M,S,Business executive,N,N,2,N,2,2017,12,Individual,Renewal,Y,216000,Ford,2012,Special Perils,Y,1496,Y,5,Y,N,O,N,N,Y,Foreign Used,15452.4036025357,0,EXPERIENCED,NEW,6,0,COMPACT,0
7374,2019,TP,Cash,144913.0,0.35,0.15,0.13,0.27,0.35,Policy Downgrade,Broker,M,S,Business executive,N,N,2,N,2,2017,12,Individual,Renewal,Y,216000,Ford,2012,Special Perils,Y,1496,Y,5,Y,N,O,N,N,Y,Foreign Used,10367.4947581896,0,EXPERIENCED,NEW,7,1,COMPACT,1
7376,2019,TP,Credit Card,92438.0,0.3,0.1,0.04,0.2,0.32,Renewal,Cash Salesmen,M,S,Secretary,N,N,2,N,4,2019,12,Individual,Renewal,Y,111000,Mazda,2010,Riot & Srike,N,1332,Y,3,Y,N,O,N,N,Y,New,1665.48132864,0,YOUNG,NEW,9,0,COMPACT,0
7382,2018,Comp,Cash,121220.0,0.3,0.15,0.09,0.34,0.28,Renewal,Broker,F,S,Doctor,N,N,1,N,5,2018,12,Corporate,Renewal,Y,172000,Dodge,2009,No Additional Perils,N,1415,Y,4,Y,N,O,N,N,Y,New,11862.4624385143,0,EXPERIENCED,NEW,9,0,COMPACT,0
7383,2019,TP,Cash,115159.0,0.35,0.15,0.09,0.34,0.28,Policy Downgrade,Broker,F,S,Doctor,N,N,1,N,5,2018,12,Corporate,Renewal,Y,172000,Dodge,2009,No Additional Perils,N,1415,Y,4,Y,N,O,N,N,Y,New,4617.03701097692,0,EXPERIENCED,NEW,10,1,COMPACT,1
7388,2018,Comp,Cash,79670.0,0.3,0.0,0.09,0.23,0.27,Renewal,Direct,M,D,Business executive,N,N,2,Y,3,2018,12,Individual,Renewal,Y,154000,Volkswagen,2001,Riot & Special Perils,N,1857,Y,3,Y,Y,O,N,Y,Y,Second Hand,8019.2675035,0,EXPERIENCED,OLD,17,0,COMPACT,0
7389,2019,TP,Cash,75686.5,0.35,0.0,0.09,0.23,0.27,Policy Downgrade,Direct,M,D,Business executive,N,N,2,Y,3,2018,12,Individual,Renewal,Y,154000,Volkswagen,2001,Riot & Special Perils,N,1857,Y,3,Y,Y,O,N,Y,Y,Second Hand,3686.00222039359,0,EXPERIENCED,OLD,18,1,COMPACT,1
7394,2019,F&T,Cash,31654.0,0.3,0.15,0.12,0.19,0.38,Renewal,Broker,M,M,Govt. Officer,N,N,3,N,3,2019,12,Individual,Renewal,Y,102000,Infiniti,2003,Special Perils,N,1133,Y,2,Y,N,O,N,N,Y,New,1462.4907696,0,EXPERIENCED,OLD,16,0,MICRO,0
7397,2019,Comp,Credit Card,66508.0,0.3,0.1,0.07,0.26,0.27,Renewal,Cash Salesmen,F,M,Driver for Uber,N,N,4,N,3,2019,12,Individual,Renewal,Y,147000,Porsche,2007,No Additional Perils,N,1224,Y,5,Y,N,O,N,N,N,New,6947.11888809714,0,YOUNG,OLD,12,0,COMPACT,0
7400,2019,TP,Debit Card,138096.0,0.3,0.15,0.09,0.24,0.29,Renewal,Broker,F,D,Clerical assistant,N,N,3,N,2,2019,12,Individual,Renewal,Y,28000,Chevrolet,2002,Special Perils,N,1399,Y,6,Y,N,O,N,N,Y,New,2639.378028672,0,EXPERIENCED,OLD,18,0,SUV,0
7403,2018,TP,Credit Card,86863.0,0.3,0.1,0.1,0.31,0.25,Renewal,Cash Salesmen,M,D,Rideshare driver,N,N,2,Y,4,2018,12,Individual,Renewal,Y,40000,Porsche,2012,Fire Expl Thft/Brand Expl Dief,N,1534,Y,4,Y,N,O,N,N,N,New,1550.83028625,0,EXPERIENCED,NEW,6,0,COMPACT,0
7404,2019,TP,Credit Card,82519.85,0.35,0.1,0.1,0.31,0.25,Renewal,Cash Salesmen,M,D,Rideshare driver,N,N,2,Y,4,2018,12,Individual,Renewal,Y,40000,Porsche,2012,Fire Expl Thft/Brand Expl Dief,N,1534,Y,4,Y,N,O,N,N,N,New,1589.90360226923,0,EXPERIENCED,NEW,7,0,COMPACT,1
7408,2018,Comp,Online payment,136378.0,0.3,0.15,0.12,0.24,0.33,Renewal,Broker,M,D,Sales Person,N,N,2,N,3,2018,12,Individual,No Renewal - Don't Report,Y,108000,Audi,2008,Special Perils,N,1509,Y,4,Y,N,O,N,N,Y,New,14694.28218016,0,EXPERIENCED,NEW,10,0,COMPACT,0
7409,2019,TP,Online payment,129559.1,0.35,0.15,0.12,0.24,0.33,Policy Downgrade,Broker,M,D,Sales Person,N,N,2,N,3,2018,12,Individual,No Renewal - Don't Report,Y,108000,Audi,2008,Special Perils,N,1509,Y,4,Y,N,O,N,N,Y,New,8823.94102156431,0,EXPERIENCED,OLD,11,1,COMPACT,1
7414,2018,TP,Credit Card,38915.0,0.3,0.15,0.11,0.34,0.34,Renewal,Broker,F,D,Business executive,N,N,3,N,5,2018,12,Individual,Renewal,Y,161000,Buick,1995,Special Perils,N,1897,Y,2,Y,N,O,N,N,Y,New,608.21529912,0,EXPERIENCED,OLD,23,0,MICRO,0
7415,2019,TP,Credit Card,36969.25,0.35,0.15,0.11,0.34,0.34,Renewal,Broker,F,D,Business executive,N,N,3,N,5,2018,12,Individual,Renewal,Y,161000,Buick,1995,Special Perils,N,1897,Y,2,Y,N,O,N,N,Y,New,632.507922013846,0,EXPERIENCED,OLD,24,0,MICRO,1
7420,2019,TP,Online payment,131425.0,0.3,0.15,0.11,0.14,0.26,Renewal,Broker,F,D,Govt. Officer,N,N,2,Y,5,2019,12,Corporate,Renewal,Y,201000,BMW,2002,No Additional Perils,N,1361,Y,3,N,N,O,N,N,N,Second Hand,3000.9626556,0,YOUNG,OLD,17,0,COMPACT,0
7423,2019,Comp,Credit Card,99694.0,0.3,0.1,0.09,0.22,0.32,Renewal,Cash Salesmen,F,M,Govt. Officer,N,N,2,Y,5,2019,12,Individual,Manual Review Required,Y,211000,Volkswagen,2002,Special Perils,N,1797,Y,4,Y,N,O,N,N,N,New,10415.77333368,0,EXPERIENCED,OLD,17,0,COMPACT,0
7426,2018,TP,Cash,110268.0,0.3,0.0,0.08,0.23,0.28,Renewal,Assumed Business,F,D,Sales Person,N,Y,2,Y,3,2018,12,Individual,Renewal,Y,26000,Suzuki,2000,Riot & Special Perils,N,1944,Y,5,Y,N,O,N,N,Y,New,1940.348063808,0,YOUNG,OLD,18,0,COMPACT,0
7427,2019,TP,Cash,104754.6,0.35,0.0,0.08,0.23,0.28,Renewal,Assumed Business,F,D,Sales Person,N,Y,2,Y,3,2018,12,Individual,Renewal,Y,26000,Suzuki,2000,Riot & Special Perils,N,1944,Y,5,Y,N,O,N,N,Y,New,1929.90850028308,0,YOUNG,OLD,19,0,COMPACT,1
7429,2019,F&T,Credit Card,95859.0,0.3,0.0,0.11,0.29,0.28,Renewal,Direct,M,S,Driver for Uber,N,N,3,N,4,2019,12,Individual,Manual Review Required,Y,77000,Volvo,2011,Special Perils,N,1512,Y,5,Y,N,O,N,Y,N,New,3885.24743485714,0,EXPERIENCED,NEW,8,0,COMPACT,0
7432,2018,F&T,Cash,106887.0,0.3,0.15,0.07,0.23,0.28,Renewal,Broker,F,S,Clerical assistant,N,N,2,Y,4,2018,12,Corporate,Renewal,Y,224000,Mazda,1997,Special Perils,N,1577,Y,4,N,N,O,N,N,Y,New,5208.3683586,0,EXPERIENCED,OLD,21,0,COMPACT,0
7433,2019,F&T,Cash,101542.65,0.35,0.15,0.07,0.23,0.28,Renewal,Broker,F,S,Clerical assistant,N,N,2,Y,4,2018,12,Corporate,Renewal,Y,224000,Mazda,1997,Special Perils,N,1577,Y,4,N,N,O,N,N,Y,New,5328.56147456769,0,EXPERIENCED,OLD,22,0,COMPACT,1
7438,2018,TP,Cash,88998.85,0.35,0.0,0.13,0.26,0.31,Policy Downgrade,Assumed Business,F,D,Waiter,N,Y,3,N,6,2018,6,Individual,Renewal,Y,165000,Lexus,2006,No Additional Perils,Y,1770,Y,5,N,Y,O,N,Y,Y,Foreign Used,15463.5224943934,0,EXPERIENCED,OLD,12,0,COMPACT,0
7439,2019,Comp,Cash,80098.965,0.38,0.0,0.13,0.26,0.31,Renewal,Assumed Business,F,D,Waiter,N,Y,3,N,6,2018,6,Individual,Renewal,Y,165000,Lexus,2006,No Additional Perils,Y,1770,Y,5,N,Y,O,N,Y,Y,Foreign Used,8572.20027773153,0,EXPERIENCED,OLD,13,1,COMPACT,1
7440,2019,F&T,Cash,95223.0,0.3,0.15,0.1,0.23,0.28,Renewal,Broker,M,D,Govt. Officer,N,N,2,N,4,2019,12,Individual,Renewal,Y,204000,BMW,2001,Fire Expl Thft/Brand Expl Dief,N,1492,Y,4,N,Y,O,N,N,Y,New,4770.100962,0,EXPERIENCED,OLD,18,0,COMPACT,0
7443,2018,Comp,Credit Card,138396.0,0.3,0.1,0.1,0.33,0.29,Renewal,Cash Salesmen,M,D,Driver for Uber,N,Y,3,Y,4,2018,12,Individual,Renewal,Y,245000,Chevrolet,2002,Special Perils,N,1991,Y,5,Y,N,O,Y,N,N,Second Hand,13087.0529676857,0,EXPERIENCED,OLD,16,0,COMPACT,0
7444,2019,TP,Credit Card,131476.2,0.35,0.1,0.1,0.33,0.29,Policy Downgrade,Cash Salesmen,M,D,Driver for Uber,N,Y,3,Y,4,2018,12,Individual,Renewal,Y,245000,Chevrolet,2002,Special Perils,N,1991,Y,5,Y,N,O,Y,N,N,Second Hand,6937.086410045,0,EXPERIENCED,OLD,17,1,COMPACT,1
7449,2018,Comp,Cash,79623.0,0.3,0.15,0.12,0.35,0.25,Renewal,Broker,F,L,Chef,N,N,4,Y,5,2018,12,Individual,Renewal,Y,224000,Acura,1997,Riot & Special Perils,N,1108,Y,5,N,N,O,N,Y,N,New,8213.510565,0,EXPERIENCED,OLD,21,0,COMPACT,0
7450,2019,TP,Cash,75641.85,0.35,0.15,0.12,0.35,0.25,Policy Downgrade,Broker,F,L,Chef,N,N,4,Y,5,2018,12,Individual,Renewal,Y,224000,Acura,1997,Riot & Special Perils,N,1108,Y,5,N,N,O,N,Y,N,New,4353.755781375,0,EXPERIENCED,OLD,22,1,COMPACT,1
7455,2019,Comp,Online payment,78328.0,0.3,0.0,0.1,0.24,0.32,Renewal,Direct,M,M,Business executive,N,N,3,N,6,2019,12,Corporate,Renewal,N,139000,Mazda,1998,Riot & Srike,N,1627,Y,2,Y,Y,O,N,N,Y,New,7315.29809371429,0,EXPERIENCED,OLD,21,0,MICRO,0
7458,2019,Comp,Credit Card,99790.0,0.3,0.15,0.09,0.31,0.22,Renewal,Broker,M,M,Doctor,N,Y,1,N,5,2019,12,Individual,Renewal,Y,146000,Toyota,2012,Special Perils,N,1178,Y,6,Y,N,R,N,N,Y,Second Hand,11059.9930659214,0,EXPERIENCED,NEW,7,0,SUV,0
7461,2018,Comp,Cash,69458.0,0.3,0.15,0.13,0.21,0.3,Renewal,Broker,F,L,Secretary,N,N,3,Y,4,2018,12,Individual,Manual Review Required,Y,159000,Plymouth,1997,Riot & Srike,N,1631,Y,2,Y,N,O,N,N,N,New,8200.18196035,0,EXPERIENCED,OLD,21,0,MICRO,0
7462,2019,TP,Cash,65985.1,0.35,0.15,0.13,0.21,0.3,Policy Downgrade,Broker,F,L,Secretary,N,N,3,Y,4,2018,12,Individual,Manual Review Required,Y,159000,Plymouth,1997,Riot & Srike,N,1631,Y,2,Y,N,O,N,N,N,New,6656.8199542674,0,EXPERIENCED,OLD,22,1,MICRO,1
7464,2018,TP,Cash,94229.0,0.3,0.15,0.14,0.3,0.28,Renewal,Broker,M,M,Software Professional,N,N,1,N,3,2018,12,Individual,Renewal,Y,87000,BMW,2008,Riot & Srike,N,1141,Y,5,Y,N,R,N,N,N,New,1736.76108312,0,EXPERIENCED,NEW,10,0,COMPACT,0
7465,2019,TP,Cash,89517.55,0.35,0.15,0.14,0.3,0.28,Renewal,Broker,M,M,Software Professional,N,N,1,N,3,2018,12,Individual,Renewal,Y,87000,BMW,2008,Riot & Srike,N,1141,Y,5,Y,N,R,N,N,N,New,1819.94412483692,0,EXPERIENCED,OLD,11,0,COMPACT,1
7470,2019,Comp,Debit Card,143711.0,0.3,0.15,0.08,0.28,0.39,Renewal,Broker,M,D,Doctor,N,N,4,Y,4,2019,12,Individual,Renewal,Y,29000,Dodge,2007,Special Perils,N,1319,Y,2,Y,Y,O,N,N,N,Second Hand,12878.7507764229,0,EXPERIENCED,OLD,12,0,MICRO,0
7473,2018,Comp,Debit Card,65401.0,0.3,0.15,0.1,0.17,0.28,Renewal,Broker,M,M,Driver for Uber,N,N,2,N,4,2018,12,Individual,No Renewal - Don't Report,Y,27000,Volvo,2007,Riot & Srike,N,1543,Y,2,N,N,O,Y,N,N,Second Hand,8122.4173998,0,EXPERIENCED,OLD,11,0,MICRO,0
7474,2019,TP,Debit Card,62130.95,0.35,0.15,0.1,0.17,0.28,Policy Downgrade,Broker,M,M,Driver for Uber,N,N,2,N,4,2018,12,Individual,No Renewal - Don't Report,Y,27000,Volvo,2007,Riot & Srike,N,1543,Y,2,N,N,O,Y,N,N,Second Hand,3161.35894615961,0,EXPERIENCED,OLD,12,1,MICRO,1
7476,2018,TP,Credit Card,144927.0,0.3,0.15,0.08,0.3,0.28,Renewal,Broker,F,S,Govt. Officer,N,N,4,Y,3,2018,12,Individual,Renewal,Y,40000,Chevrolet,2001,No Additional Perils,Y,1323,Y,4,Y,N,O,N,N,N,Foreign Used,2570.39048952,0,EXPERIENCED,OLD,17,0,COMPACT,0
7477,2019,TP,Credit Card,137680.65,0.35,0.15,0.08,0.3,0.28,Renewal,Broker,F,S,Govt. Officer,N,N,4,Y,3,2018,12,Individual,Renewal,Y,40000,Chevrolet,2001,No Additional Perils,Y,1323,Y,4,Y,N,O,N,N,N,Foreign Used,2651.80557289846,0,EXPERIENCED,OLD,18,0,COMPACT,1
